TYPE	data	arabish	class	CODA	token	pos	lemma	governorate	age	gender
social	20190721	3200	arabizi	3200	3200	NOUN_NUM	NOUN_NUM	Algeria	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	32000	arabizi	32000	32000	NOUN_NUM	NOUN_NUM	Algeria	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700	arabizi	700	700	NOUN_NUM	NOUN_NUM	Gafsa	25-35	M
social	20190721	/	arabizi	/	/	SYM	SYM	Gafsa	25-35	M
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	Gafsa	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	400	arabizi	400	400	NOUN_NUM	NOUN_NUM	/	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	Haho	arabizi	هاهو	ها+هو	FOCUS_PART+PRON_3MS	هو	/	35-50	M
social	20190721	behi	arabizi	باهي	باهي	ADV	باهي	/	35-50	M
social	20190721	ya	arabizi	يا	يا	VOC_PART	يا	/	35-50	M
social	20190721	si	arabizi	سي	سي	ABBREV	سيّد	/	35-50	M
social	20190721	m5abbi1788	arabizi	مخبّي1788	مخبّي1788	NOUN_PROP	مخبّي1788	/	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	5milayenn	arabizi	5 ملاين	5+ملاين	NOUN_NUM+NOUN_QUANT	مليون	Kebili	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700d	arabizi	700د	700+د	NOUN_NUM+ABBREV	دينار	/	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Mahdia	35-50	M
social	20190721	700	arabizi	700	700	NOUN_NUM	NOUN_NUM	Mahdia	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	/	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	600	arabizi	600	600	NOUN_NUM	NOUN_NUM	Ben_Arous	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	500	arabizi	500	500	NOUN_NUM	NOUN_NUM	/	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	500	arabizi	500	500	NOUN_NUM	NOUN_NUM	Tunis	25-35	M
social	20190721	.	arabizi	.	.	PUNC	PUNC	Tunis	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	600d	arabizi	600د	600+د	NOUN_NUM+ABBREV	دينار	Tunis	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	100	arabizi	100	100	NOUN_NUM	NOUN_NUM	Nabeul	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	m5abbi601	arabizi	مخبّي601	مخبّي601	NOUN_PROP	مخبّي601	Sfax	-25	M
social	20190721	m5abbi2168	arabizi	مخبّي2168	مخبّي2168	NOUN_PROP	مخبّي2168	Sfax	-25	M
social	20190721	a3ti	arabizi	اعطي	اعطي	CV2S-CV	عطى	Sfax	-25	M
social	20190721	somek	arabizi	سومك	سوم+ك	NOUN+POSS_PRON_2S	سوم	Sfax	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	780	arabizi	780	780	NOUN_NUM	NOUN_NUM	/	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	880	arabizi	880	880	NOUN_NUM	NOUN_NUM	/	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	/	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	Ben_Arous	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	750	arabizi	750	750	NOUN_NUM	NOUN_NUM	Nabeul	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	950	arabizi	950	950	NOUN_NUM	NOUN_NUM	Nabeul	35-50	M
social	20190721	dinar	arabizi	دينار	دينار	NOUN	دينار	Nabeul	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	850	arabizi	850	850	NOUN_NUM	NOUN_NUM	Kebili	-25	F
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	420d	arabizi	420د	420+د	NOUN_NUM+ABBREV	دينار	Tunis	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	m5abbi2976	arabizi	مخبّي2976	مخبّي2976	NOUN_PROP	مخبّي2976	Tunis	25-35	M
social	20190721	m5abbi2591	arabizi	مخبّي2591	مخبّي2591	NOUN_PROP	مخبّي2591	Tunis	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	750	arabizi	750	750	NOUN_NUM	NOUN_NUM	Tunis	/	M
social	20190721	dinar	arabizi	دينار	دينار	NOUN	دينار	Tunis	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Monastir	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	100	arabizi	100	100	NOUN_NUM	NOUN_NUM	/	/	/
social	20190721	d	arabizi	د	د	ABBREV	دينار	/	/	/
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	Fan	foreign	Fan	foreign	foreign	foreign	Sousse	25-35	M
social	20190721	più	foreign	più	foreign	foreign	foreign	Sousse	25-35	M
social	20190721	attivo	foreign	attivo	foreign	foreign	foreign	Sousse	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	430	arabizi	430	430	NOUN_NUM	NOUN_NUM	Algeria	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	550	arabizi	550	550	NOUN_NUM	NOUN_NUM	/	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	750	arabizi	750	750	NOUN_NUM	NOUN_NUM	Bizerte	-25	M
social	20190721	/	arabizi	/	/	SYM	SYM	Bizerte	-25	M
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	Bizerte	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	m5abbi203	arabizi	مخبّي203	مخبّي203	NOUN_PROP	مخبّي203	Mahdia	25-35	M
social	20190721	m5abbi1446	arabizi	مخبّي1446	مخبّي1446	NOUN_PROP	مخبّي1446	Mahdia	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	128	arabizi	128	128	NOUN_NUM	NOUN_NUM	/	/	/
social	20190721	dt	arabizi	دت	دت	ABBREV	دينار	/	/	/
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	Béja	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	m5abbi637	arabizi	مخبّي637	مخبّي637	NOUN_PROP	مخبّي637	/	-25	M
social	20190721	m5abbi791	arabizi	مخبّي791	مخبّي791	NOUN_PROP	مخبّي791	/	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Gafsa	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	550	arabizi	550	550	NOUN_NUM	NOUN_NUM	Kasserine	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	600	arabizi	600	600	NOUN_NUM	NOUN_NUM	Kebili	25-35	M
social	20190721	euro	arabizi	اورو	اورو	NOUN	اورو	Kebili	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	Zaghouan	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	750	arabizi	750	750	NOUN_NUM	NOUN_NUM	Tunis	25-35	M
social	20190721	dt	arabizi	دت	دت	ABBREV	دينار	Tunis	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Tunis	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Mahdia	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	600	arabizi	600	600	NOUN_NUM	NOUN_NUM	Mahdia	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	660	arabizi	660	660	NOUN_NUM	NOUN_NUM	Tunis	50+	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	610	arabizi	610	610	NOUN_NUM	NOUN_NUM	Kasserine	50+	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	450	arabizi	450	450	NOUN_NUM	NOUN_NUM	/	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	Hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا	Tunis	-25	M
social	20190721	b	arabizi	ب	ب	PREP	ب	Tunis	-25	M
social	20190721	soum	arabizi	سوم	سوم	NOUN	سوم	Tunis	-25	M
social	20190721	taw	arabizi	تو	تو	ADV	توّا	Tunis	-25	M
social	20190721	750	arabizi	750	750	NOUN_NUM	NOUN_NUM	Tunis	-25	M
social	20190721	ye5dmou	arabizi	يخدموا	يخدموا	IV3P-IV-IVSUFF_SUBJ:P	خدم	Tunis	-25	M
social	20190721	ama	arabizi	اما	اما	CONJ	اما	Tunis	-25	M
social	20190721	tna7ihoulou	arabizi	تنحيوا له	تنحيوا+ل+ه	IV2P-IV-IVSUFF_SUBJ:P+[PREP+PRON_3MS]IVSUFF_IO:3MS	نحّى	Tunis	-25	M
social	20190721	3la	arabizi	على	على	PREP	على	Tunis	-25	M
social	20190721	680	arabizi	680	680	NOUN_NUM	NOUN_NUM	Tunis	-25	M
social	20190721	wala	arabizi	ولا	ولا	CONJ	ولا	Tunis	-25	M
social	20190721	690	arabizi	690	690	NOUN_NUM	NOUN_NUM	Tunis	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700	arabizi	700	700	NOUN_NUM	NOUN_NUM	Tunis	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	1000d	arabizi	1000د	1000+د	NOUN_NUM+ABBREV	دينار	/	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Bizerte	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	m5abbi1057	arabizi	مخبّي1057	مخبّي1057	NOUN_PROP	مخبّي1057	Mahdia	25-35	M
social	20190721	m5abbi2928	arabizi	مخبّي2928	مخبّي2928	NOUN_PROP	مخبّي2928	Mahdia	25-35	M
social	20190721	as7ab	arabizi	اصحاب	اصحاب	NOUN	صاحب	Mahdia	25-35	M
social	20190721	el	arabizi	ال	ال	DET	ال	Mahdia	25-35	M
social	20190721	5ebra	arabizi	خبرة	خبرة	NOUN-NSUFF_FEM_SG	خبرة	Mahdia	25-35	M
social	20190721	🤔😰	emotag	🤔😰	emotag	emotag	emotag	Mahdia	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	124d	arabizi	124د	128+د	NOUN_NUM+ABBREV	دينار	/	/	/
social	20190721	😁😁😁😁	emotag	😁😁😁😁	emotag	emotag	emotag	/	/	/
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	900	arabizi	900	900	NOUN_NUM	NOUN_NUM	Medenine	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	3500	arabizi	3500	3500	NOUN_NUM	NOUN_NUM	/	/	/
social	20190721	4000	arabizi	4000	4000	NOUN_NUM	NOUN_NUM	/	/	/
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	520	arabizi	520	520	NOUN_NUM	NOUN_NUM	Tunis	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	125	arabizi	125	125	NOUN_NUM	NOUN_NUM	/	/	F
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700	arabizi	700	700	NOUN_NUM	NOUN_NUM	Manouba	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	zouz	arabizi	زوز	زوز	NOUN_NUM	زوز	Sfax	35-50	M
social	20190721	mlayen	arabizi	ملاين	ملاين	NOUN_QUANT	مليون	Sfax	35-50	M
social	20190721	🤣🤣😂😜	emotag	🤣🤣😂😜	emotag	emotag	emotag	Sfax	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Jendouba	25-35	M
social	20190721	wl	arabizi	وال	و+ال	CONJ+DET	و	Jendouba	25-35	M
social	20190721	maks	arabizi	مكّس	مكّس	NOUN	مكّس	Jendouba	25-35	M
social	20190721	alik	arabizi	عليك	على+ك	PREP+PRON_2S	على	Jendouba	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700	arabizi	700	700	NOUN_NUM	NOUN_NUM	/	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	Kairouan	25-35	F
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	chrit	arabizi	شريت	شريت	PV-PVSUFF_SUBJ:1S	شرى	/	/	/
social	20190721	khouh	arabizi	خوه	خو+ه	NOUN+POSS_PRON_3MS	خو	/	/	/
social	20190721	680	arabizi	680	680	NOUN_NUM	NOUN_NUM	/	/	/
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	600	arabizi	600	600	NOUN_NUM	NOUN_NUM	Gabès	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700d	arabizi	700د	700+د	NOUN_NUM+ABBREV	دينار	Sidi_Bouzid	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700	arabizi	700	700	NOUN_NUM	NOUN_NUM	Medenine	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	Ça	foreign	Ça	foreign	foreign	foreign	Sousse	25-35	M
social	20190721	dépend	foreign	dépend	foreign	foreign	foreign	Sousse	25-35	M
social	20190721	9adech	arabizi	قدّاش	قدّاش	INTERROG_PRON	قدّاش	Sousse	25-35	M
social	20190721	3amel	arabizi	عمل	عمل	PV-PVSUFF_SUBJ:3MS	عمل	Sousse	25-35	M
social	20190721	min	arabizi	من	من	PREP	من	Sousse	25-35	M
social	20190721	kilomètres	arabizi	كيلوميتر	كيلوميتر	NOUN_QUANT	كيلوميتر	Sousse	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	w	arabizi	و	و	CONJ	و	Kairouan	25-35	M
social	20190721	hetha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا	Kairouan	25-35	M
social	20190721	9adeh	arabizi	قدّاه	قدّاه	INTERROG_PRON	قدّاش	Kairouan	25-35	M
social	20190721	ya3ml	arabizi	يعمل	يعمل	IV3MS-IV	عمل	Kairouan	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700	arabizi	700	700	NOUN_NUM	NOUN_NUM	/	-25	M
social	20190721	/	arabizi	/	/	SYM	SYM	/	-25	M
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	/	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	420	arabizi	420	420	NOUN_NUM	NOUN_NUM	/	35-50	M
social	20190721	dt	arabizi	دت	دت	ABBREV	دينار	/	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	Gabès	25-35	M
social	20190721	w	arabizi	و	و	CONJ	و	Gabès	25-35	M
social	20190721	kana	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان	Gabès	25-35	M
social	20190721	men	arabizi	من	من	PREP	من	Gabès	25-35	M
social	20190721	dar	arabizi	دار	دار	NOUN_PROP	دار	Gabès	25-35	M
social	20190721	el	arabizi	ال	ال	NOUN_PROP	ال	Gabès	25-35	M
social	20190721	kmeli	arabizi	كمالي	كمالي	NOUN_PROP	كمالي	Gabès	25-35	M
social	20190721	b	arabizi	ب	ب	PREP	ب	Gabès	25-35	M
social	20190721	80	arabizi	80	80	NOUN_NUM	NOUN_NUM	Gabès	25-35	M
social	20190721	dt	arabizi	دت	دت	ABBREV	دينار	Gabès	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	650	arabizi	650	650	NOUN_NUM	NOUN_NUM	Tunis	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	Wohhhhhh	arabizi	ووهههه	ووهههه	INTERJ	هههه	Scandinavie	35-50	F
social	20190721	680	arabizi	680	680	NOUN_NUM	NOUN_NUM	Scandinavie	35-50	F
social	20190721	3aloch	arabizi	علّوش	علّوش	NOUN	علّوش	Scandinavie	35-50	F
social	20190721	🙄🙄🙄🙄	emotag	🙄🙄🙄🙄	emotag	emotag	emotag	Scandinavie	35-50	F
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	Lilét	arabizi	ليلة	ليلة	NOUN-NSUFF_FEM_SG	ليل	Tunis	50+	M
social	20190721	el	arabizi	ال	ال	DET	ال	Tunis	50+	M
social	20190721	3id	arabizi	عيد	عيد	NOUN	عيد	Tunis	50+	M
social	20190721	fi	arabizi	في	في	PREP	في	Tunis	50+	M
social	20190721	rahbit	arabizi	رحبة	رحبة	NOUN-NSUFF_FEM_SG	رحبة	Tunis	50+	M
social	20190721	el	arabizi	ال	ال	DET	ال	Tunis	50+	M
social	20190721	Mansoura	arabizi	منصورة	منصورة	NOUN_PROP	منصورة	Tunis	50+	M
social	20190721	Borj	arabizi	برج	برج	NOUN_PROP	برج	Tunis	50+	M
social	20190721	Louzir	arabizi	لوزير	لوزير	NOUN_PROP	لوزير	Tunis	50+	M
social	20190721	trawah	arabizi	تروّح	تروّح	IV2S-IV	روّح	Tunis	50+	M
social	20190721	bih	arabizi	به	ب+ه	PREP+PRON_3MS	ب	Tunis	50+	M
social	20190721	mouch	arabizi	موش	موش	NEG_PART	مش	Tunis	50+	M
social	20190721	akthir	arabizi	اكثر	اكثر	ADJ_COMP	كثير	Tunis	50+	M
social	20190721	min	arabizi	من	من	PREP	من	Tunis	50+	M
social	20190721	380	arabizi	380	380	NOUN_NUM	NOUN_NUM	Tunis	50+	M
social	20190721	wala	arabizi	ولا	ولا	CONJ	ولا	Tunis	50+	M
social	20190721	400	arabizi	400	400	NOUN_NUM	NOUN_NUM	Tunis	50+	M
social	20190721	dinars	arabizi	دينار	دينار	NOUN	دينار	Tunis	50+	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	880	arabizi	880	880	NOUN_NUM	NOUN_NUM	/	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	tawa	arabizi	توّا	توّا	ADV	توّا	Ben_Arous	-25	M
social	20190721	a9al	arabizi	اقلّ	اقلّ	ADJ_COMP	قليل	Ben_Arous	-25	M
social	20190721	haja	arabizi	حاجة	حاجة	NOUN-NSUFF_FEM_SG	حاجة	Ben_Arous	-25	M
social	20190721	500	arabizi	500	500	NOUN_NUM	NOUN_NUM	Ben_Arous	-25	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	2	arabizi	2	2	NOUN_NUM	NOUN_NUM	Sousse	25-35	M
social	20190721	chary	arabizi	شهاري	شهاري	NOUN	شهريّة	Sousse	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	m5abbi2851	arabizi	مخبّي2851	مخبّي2851	NOUN_PROP	مخبّي2851	Gabès	/	M
social	20190721	m5abbi378	arabizi	مخبّي378	مخبّي378	NOUN_PROP	مخبّي378	Gabès	/	M
social	20190721	hh	arabizi	هههه	هههه	INTERJ	هههه	Gabès	/	M
social	20190721	goulilhom	arabizi	قل لهم	قل+ل+هم	CV2S-CV+[PREP+PRON_3P]CVSUFF_IO:3P	قال	Gabès	/	M
social	20190721	gidech	arabizi	قدّاش	قدّاش	INTERROG_PRON	قدّاش	Gabès	/	M
social	20190721	ni3rfak	arabizi	نعرفك	نعرف+ك	IV1S-IV+IVSUFF_DO:2S	عرف	Gabès	/	M
social	20190721	5ibra	arabizi	خبرة	خبرة	NOUN-NSUFF_FEM_SG	خبرة	Gabès	/	M
social	20190721	fi	arabizi	في	في	PREP	في	Gabès	/	M
social	20190721	dinya	arabizi	الدنيا	ال+دنيا	DET+NOUN	دنيا	Gabès	/	M
social	20190721	hedhi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا	Gabès	/	M
social	20190721	hhh	arabizi	هههه	هههه	INTERJ	هههه	Gabès	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	900	arabizi	900	900	NOUN_NUM	NOUN_NUM	Nabeul	25-35	M
social	20190721	lil	arabizi	لال	ل+ال	PREP+DET	ل	Nabeul	25-35	M
social	20190721	1000	arabizi	1000	1000	NOUN_NUM	NOUN_NUM	Nabeul	25-35	M
social	20190721	dt	arabizi	دت	دت	ABBREV	دينار	Nabeul	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	450	arabizi	450	450	NOUN_NUM	NOUN_NUM	/	/	M
social	20190721	/	arabizi	/	/	SYM	SYM	/	/	M
social	20190721	500	arabizi	500	500	NOUN_NUM	NOUN_NUM	/	/	M
social	20190721	wilfeyda	arabizi	والفايدة	و+ال+فايدة	CONJ+DET+NOUN-NSUFF_FEM_SG	فايدة	/	/	M
social	20190721	rabbi	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	/	/	M
social	20190721	yitabbil	arabizi	يتقبّل	يتقبّل	IV3MS-IV	تقبّل	/	/	M
social	20190721	koul	arabizi	كلّ	كلّ	NOUN_QUANT	كلّ	/	/	M
social	20190721	chay	arabizi	شي	شي	PRON_INDEF	شي	/	/	M
social	20190721	billahda	arabizi	بالهدا	ب+ال+هدا	PREP+DET+NOUN-NSUFF_FEM_SG	هدا	/	/	M
social	20190721	wilbaraka	arabizi	والبركة	و+ال+بركة	CONJ+DET+NOUN-NSUFF_FEM_SG	بركة	/	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	680dt	arabizi	680دت	680+دت	NOUN_NUM+ABBREV	دينار	Mahdia	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	270	arabizi	270	270	NOUN_NUM	NOUN_NUM	Tunis	25-35	M
social	20190721	dt	arabizi	دت	دت	ABBREV	دينار	Tunis	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	830	arabizi	830	830	NOUN_NUM	NOUN_NUM	El_Kef	35-50	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	750	arabizi	750	750	NOUN_NUM	NOUN_NUM	/	/	M
social	20190721	800	arabizi	800	800	NOUN_NUM	NOUN_NUM	/	/	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	700d	arabizi	700د	700+د	NOUN_NUM+ABBREV	دينار	Ben_Arous	25-35	M
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
social	20190721	550	arabizi	550	550	NOUN_NUM	NOUN_NUM	/	/	/
social	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
